epoch,train_accuracy,validation_accuracy
0,0.2638554275035858,0.3534482717514038
1,0.42409637570381165,0.34913793206214905
2,0.4445783197879791,0.23706896603107452
3,0.48132529854774475,0.2887931168079376
4,0.46385541558265686,0.1681034415960312
