epoch,train_accuracy,validation_accuracy
0,0.24216867983341217,0.2801724076271057
1,0.4246987998485565,0.3405172526836395
2,0.4740963876247406,0.4267241358757019
3,0.4572289288043976,0.25
4,0.4626505970954895,0.18534483015537262
5,0.46987950801849365,0.1982758641242981
6,0.4656626582145691,0.21120689809322357
7,0.44999998807907104,0.25431033968925476
8,0.4457831382751465,0.22413793206214905
9,0.4536144435405731,0.23706896603107452
